Variable_1,Variable_2,Correlation,Abs_Correlation
global_ai_market_value_in_billions_ratio_lag_3,ai_software_revenue_in_billions_lower_band,0.9343134917902874,0.9343134917902874
estimated_revenue_increase_from_ai_trillions_usd_yoy_growth,estimated_revenue_increase_from_ai_trillions_usd_lag_2,-0.9341408168038523,0.9341408168038523
estimated_revenue_increase_from_ai_trillions_usd_rolling_2y_growth,estimated_revenue_increase_from_ai_trillions_usd_lag_2,-0.9341408168038523,0.9341408168038523
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_1,estimated_revenue_increase_from_ai_trillions_usd_lag_2,-0.934140816803852,0.934140816803852
ai_software_revenue_in_billions_ma_5,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,-0.9340137117381645,0.9340137117381645
global_ai_market_value_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_upper_band,0.9336070758854317,0.9336070758854317
digital_voice_assistants_billions_of_devices,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9335728730687135,0.9335728730687135
global_expectation_for_ai_adoption_%,ai_software_revenue_in_billions_ratio_lag_3,-0.9335524587729536,0.9335524587729536
ai_software_revenue_in_billions_diff_lag_1,global_ai_market_value_in_billions_lag_1,0.933479897574072,0.933479897574072
ai_software_revenue_in_billions_std_2,global_ai_market_value_in_billions_lag_1,0.9334798975740719,0.9334798975740719
global_ai_market_value_in_billions_yoy_growth,global_ai_market_value_in_billions_ma_2,0.9334034301987126,0.9334034301987126
global_ai_market_value_in_billions_rolling_2y_growth,global_ai_market_value_in_billions_ma_2,0.9334034301987126,0.9334034301987126
global_ai_market_value_in_billions_ma_2,global_ai_market_value_in_billions_ratio_lag_1,0.9334034301987125,0.9334034301987125
estimated_revenue_increase_from_ai_trillions_usd_detrended,estimated_revenue_increase_from_ai_trillions_usd_band_position,0.933256525257395,0.933256525257395
estimated_revenue_increase_from_ai_trillions_usd_detrended,estimated_revenue_increase_from_ai_trillions_usd_volatility,0.9332565252573821,0.9332565252573821
estimated_revenue_increase_from_ai_trillions_usd_detrended,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,0.9332565252573821,0.9332565252573821
estimated_revenue_increase_from_ai_trillions_usd_std_3,estimated_revenue_increase_from_ai_trillions_usd_detrended,0.9332565252573813,0.9332565252573813
global_ai_market_value_in_billions_ma_3,global_ai_market_value_in_billions_lag_1,0.9330718002278104,0.9330718002278104
jobs_at_high_risk_of_automation__transportation_&_storage_%,ai_software_revenue_in_billions_lower_band,0.9330568095584822,0.9330568095584822
global_ai_market_value_in_billions_lag_1,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9329495254415694,0.9329495254415694
organizations_using_ai_diff_lag_1,organizations_using_ai_ratio_lag_1,0.9329403554842713,0.9329403554842713
organizations_using_ai_std_2,organizations_using_ai_ratio_lag_1,0.9329403554842711,0.9329403554842711
organizations_using_ai_yoy_growth,organizations_using_ai_std_2,0.9329403554842706,0.9329403554842706
organizations_using_ai_rolling_2y_growth,organizations_using_ai_std_2,0.9329403554842706,0.9329403554842706
organizations_using_ai_rolling_2y_growth,organizations_using_ai_diff_lag_1,0.9329403554842706,0.9329403554842706
organizations_using_ai_yoy_growth,organizations_using_ai_diff_lag_1,0.9329403554842706,0.9329403554842706
digital_voice_assistants_billions_of_devices,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,0.9329339828642522,0.9329339828642522
global_ai_market_value_in_billions_std_2,global_ai_market_value_in_billions_lag_2,0.9328720933856125,0.9328720933856125
global_ai_market_value_in_billions_diff_lag_1,global_ai_market_value_in_billions_lag_2,0.9328720933856123,0.9328720933856123
ai_adoption_%,investment_attractiveness,0.9327421237236382,0.9327421237236382
ai_software_revenue_in_billions_yoy_growth,organizations_using_ai_upper_band,-0.9327149281804583,0.9327149281804583
ai_software_revenue_in_billions_ratio_lag_1,organizations_using_ai_upper_band,-0.9327149281804583,0.9327149281804583
ai_software_revenue_in_billions_rolling_2y_growth,organizations_using_ai_upper_band,-0.9327149281804583,0.9327149281804583
ai_software_revenue_in_billions_ma_2,market_efficiency_ratio,-0.9326234833055947,0.9326234833055947
organizations_using_ai_diff_lag_3,global_ai_market_value_in_billions_lower_band,-0.932621610122992,0.932621610122992
ai_software_revenue_in_billions_lag_3,market_efficiency_ratio,-0.9324698353589403,0.9324698353589403
job_creation_ratio,ai_software_revenue_in_billions_upper_band,0.9323440269924245,0.9323440269924245
organizations_using_ai_std_2,global_ai_market_value_in_billions_ratio_lag_1,0.9319461452082277,0.9319461452082277
global_ai_market_value_in_billions_yoy_growth,organizations_using_ai_diff_lag_1,0.9319461452082276,0.9319461452082276
global_ai_market_value_in_billions_rolling_2y_growth,organizations_using_ai_diff_lag_1,0.9319461452082276,0.9319461452082276
global_ai_market_value_in_billions_ratio_lag_1,organizations_using_ai_diff_lag_1,0.9319461452082276,0.9319461452082276
global_ai_market_value_in_billions_rolling_2y_growth,organizations_using_ai_std_2,0.9319461452082276,0.9319461452082276
global_ai_market_value_in_billions_yoy_growth,organizations_using_ai_std_2,0.9319461452082276,0.9319461452082276
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9318944142952066,0.9318944142952066
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_upper_band,-0.9317076589759503,0.9317076589759503
organizations_using_ai_std_2,organizations_using_ai_diff_lag_3,0.9316949906249126,0.9316949906249126
organizations_using_ai_diff_lag_1,organizations_using_ai_diff_lag_3,0.9316949906249126,0.9316949906249126
estimated_revenue_increase_from_ai_trillions_usd_rolling_2y_growth,estimated_revenue_increase_from_ai_trillions_usd_ma_3,-0.9315770915888052,0.9315770915888052
estimated_revenue_increase_from_ai_trillions_usd_yoy_growth,estimated_revenue_increase_from_ai_trillions_usd_ma_3,-0.9315770915888052,0.9315770915888052
estimated_revenue_increase_from_ai_trillions_usd_ma_3,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_1,-0.9315770915888049,0.9315770915888049
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,estimated_revenue_increase_from_ai_trillions_usd_lower_band,-0.9315149708782927,0.9315149708782927
ai_software_revenue_in_billions_cumulative_growth,ai_software_revenue_in_billions_ratio_lag_2,-0.9314557838701779,0.9314557838701779
ai_software_revenue_in_billions,ai_software_revenue_in_billions_ratio_lag_2,-0.9314557838701779,0.9314557838701779
ai_software_revenue_in_billions_ratio_lag_2,ai_software_revenue_in_billions_zscore,-0.9314557838701772,0.9314557838701772
global_ai_market_value_in_billions_lag_3,ai_software_revenue_in_billions_zscore,0.9312760262609588,0.9312760262609588
ai_software_revenue_in_billions_cumulative_growth,global_ai_market_value_in_billions_lag_3,0.9312760262609588,0.9312760262609588
ai_software_revenue_in_billions,global_ai_market_value_in_billions_lag_3,0.9312760262609587,0.9312760262609587
global_ai_market_value_in_billions_ma_2,global_ai_market_value_in_billions_lag_1,0.9310872994599614,0.9310872994599614
organizations_using_ai,global_ai_market_value_in_billions_std_5,0.9310453332135991,0.9310453332135991
organizations_using_ai_cumulative_growth,global_ai_market_value_in_billions_std_5,0.9310453332135991,0.9310453332135991
global_ai_market_value_in_billions_std_5,organizations_using_ai_zscore,0.9310453332135991,0.9310453332135991
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,global_ai_market_value_in_billions_std_5,0.9310246068011145,0.9310246068011145
global_ai_market_value_in_billions_lag_1,organizations_using_ai_lower_band,0.9310116525504998,0.9310116525504998
ai_software_revenue_in_billions_ma_3,global_ai_market_value_in_billions_lag_3,0.9309212959437394,0.9309212959437394
net_job_loss_in_the_us,ai_software_revenue_in_billions_lag_2,-0.930883728690533,0.930883728690533
global_ai_market_value_in_billions_lower_band,organizations_using_ai_volatility,-0.9306771794002179,0.9306771794002179
organizations_using_ai_std_3,global_ai_market_value_in_billions_lower_band,-0.9306771794002178,0.9306771794002178
estimated_revenue_increase_from_ai_trillions_usd_detrended,market_acceleration,0.93066695962934,0.93066695962934
organizations_using_ai_growth_acceleration,organizations_using_ai_diff_lag_1,0.9306427115816703,0.9306427115816703
organizations_using_ai_growth_acceleration,organizations_using_ai_std_2,0.9306427115816701,0.9306427115816701
organizations_using_ai_ma_3,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,-0.9303735661048137,0.9303735661048137
global_ai_market_value_in_billions_lag_2,ai_software_revenue_in_billions_upper_band,0.9303587206673576,0.9303587206673576
global_ai_market_value_in_billions_ma_5,ai_software_revenue_in_billions_lag_1,0.9303532111003837,0.9303532111003837
ai_software_revenue_in_billions_std_5,global_ai_market_value_in_billions_lag_3,0.9301754347246304,0.9301754347246304
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,global_ai_market_value_in_billions_ratio_lag_3,0.9300113544264973,0.9300113544264973
estimated_revenue_increase_from_ai_trillions_usd,global_ai_market_value_in_billions_ratio_lag_3,0.9300113544264971,0.9300113544264971
global_ai_market_value_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.930011354426497,0.930011354426497
global_ai_market_value_in_billions_growth_acceleration,global_ai_market_value_in_billions_std_2,0.9298707028204655,0.9298707028204655
global_ai_market_value_in_billions_growth_acceleration,global_ai_market_value_in_billions_diff_lag_1,0.9298707028204654,0.9298707028204654
organizations_using_ai_std_5,organizations_using_ai_detrended,0.9298568730535857,0.9298568730535857
global_ai_market_value_in_billions_lag_3,organizations_using_ai_upper_band,0.9298340376974987,0.9298340376974987
ai_software_revenue_in_billions_diff_lag_3,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,-0.9297342544320687,0.9297342544320687
organizations_using_ai_std_5,organizations_using_ai_upper_band,0.9296681975459168,0.9296681975459168
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,estimated_revenue_increase_from_ai_trillions_usd_lag_1,0.9294931426855833,0.9294931426855833
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,estimated_revenue_increase_from_ai_trillions_usd_lag_2,0.9294931426855833,0.9294931426855833
companies_prioritizing_ai_in_strategy,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,0.9294931426855831,0.9294931426855831
estimated_new_jobs_created_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,0.9294931426855831,0.9294931426855831
year,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,0.9294931426855831,0.9294931426855831
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,0.9294931426855831,0.9294931426855831
americans_using_voice_assistants_%,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,0.9294931426855831,0.9294931426855831
marketers_believing_ai_improves_email_revenue,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,0.9294931426855831,0.9294931426855831
organizations_believing_ai_provides_competitive_edge,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,0.9294931426855831,0.9294931426855831
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,net_job_impact,-0.9294931426855831,0.9294931426855831
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,cycle_position,0.9294931426855831,0.9294931426855831
estimated_jobs_eliminated_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,0.9294931426855831,0.9294931426855831
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,years_since_start,0.9294931426855831,0.9294931426855831
jobs_at_high_risk_of_automation__manufacturing,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,0.9294931426855831,0.9294931426855831
ai_software_revenue_in_billions_ma_5,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9293340517163557,0.9293340517163557
net_job_loss_in_the_us,ai_software_revenue_in_billions_lag_1,-0.9292441095639455,0.9292441095639455
global_ai_market_value_in_billions_ma_3,ai_software_revenue_in_billions_lower_band,0.929118593678049,0.929118593678049
organizations_using_ai_lag_1,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9289947837928515,0.9289947837928515
estimated_revenue_increase_from_ai_trillions_usd_lag_2,year_sin,-0.9288036060641421,0.9288036060641421
organizations_using_ai_lag_3,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,-0.9286441352588636,0.9286441352588636
global_ai_market_value_in_billions_std_5,organizations_using_ai_upper_band,0.92863876688035,0.92863876688035
global_ai_market_value_in_billions_ma_5,ai_software_revenue_in_billions_diff_lag_3,0.9285122321212782,0.9285122321212782
ai_software_revenue_in_billions_ma_2,global_ai_market_value_in_billions_lag_3,0.9284730106463221,0.9284730106463221
ai_software_revenue_in_billions_rolling_2y_growth,year_sin,0.9283130246356524,0.9283130246356524
ai_software_revenue_in_billions_yoy_growth,year_sin,0.9283130246356524,0.9283130246356524
ai_software_revenue_in_billions_ratio_lag_1,year_sin,0.9283130246356522,0.9283130246356522
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,estimated_revenue_increase_from_ai_trillions_usd_ma_3,0.928224531915985,0.928224531915985
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,organizations_using_ai_lower_band,-0.9282160095777506,0.9282160095777506
global_ai_market_value_in_billions_detrended,organizations_using_ai_detrended,0.9280361484910352,0.9280361484910352
ai_software_revenue_in_billions_ratio_lag_2,ai_software_revenue_in_billions_upper_band,-0.9279580197014918,0.9279580197014918
global_ai_market_value_in_billions_lag_3,ai_software_revenue_in_billions_upper_band,0.9278340538326063,0.9278340538326063
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,organizations_using_ai_lag_1,0.9277754316583277,0.9277754316583277
organizations_using_ai_std_3,competition_intensity,0.927688904513765,0.927688904513765
organizations_using_ai_volatility,competition_intensity,0.927688904513765,0.927688904513765
global_ai_market_value_in_billions_lag_1,organizations_using_ai_zscore,0.9276758640069827,0.9276758640069827
organizations_using_ai_cumulative_growth,global_ai_market_value_in_billions_lag_1,0.9276758640069827,0.9276758640069827
organizations_using_ai,global_ai_market_value_in_billions_lag_1,0.9276758640069825,0.9276758640069825
organizations_using_ai_ma_2,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,-0.9275794421494378,0.9275794421494378
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,estimated_revenue_increase_from_ai_trillions_usd_ma_2,0.9275694271863754,0.9275694271863754
expected_increase_in_employee_productivity_due_to_ai_%,global_ai_market_value_in_billions_lag_1,0.9274067267868858,0.9274067267868858
ai_adoption_%,organizations_using_ai_diff_lag_3,0.9273402657200868,0.9273402657200868
medical_professionals_using_ai_for_diagnosis,ai_software_revenue_in_billions_lower_band,0.9273374948801055,0.9273374948801055
medical_professionals_using_ai_for_diagnosis,global_ai_market_value_in_billions_ratio_lag_3,0.9272809825170105,0.9272809825170105
global_ai_market_value_in_billions_ratio_lag_3,revenue_per_org_using_ai,0.9271785748386591,0.9271785748386591
estimated_revenue_increase_from_ai_trillions_usd_std_5,organizations_using_ai_diff_lag_1,0.92717264994553,0.92717264994553
organizations_using_ai_std_2,estimated_revenue_increase_from_ai_trillions_usd_std_5,0.9271726499455284,0.9271726499455284
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,global_ai_market_value_in_billions_ratio_lag_3,0.9270382472043914,0.9270382472043914
ai_software_revenue_in_billions_detrended,ai_software_revenue_in_billions_lower_band,0.9270153583892723,0.9270153583892723
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,years_since_start,-0.9270055605123607,0.9270055605123607
estimated_revenue_increase_from_ai_trillions_usd_lag_2,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9270055605123607,0.9270055605123607
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,net_job_impact,0.9270055605123607,0.9270055605123607
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,cycle_position,-0.9270055605123607,0.9270055605123607
estimated_new_jobs_created_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9270055605123606,0.9270055605123606
year,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9270055605123606,0.9270055605123606
estimated_revenue_increase_from_ai_trillions_usd_lag_1,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9270055605123606,0.9270055605123606
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9270055605123606,0.9270055605123606
marketers_believing_ai_improves_email_revenue,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9270055605123606,0.9270055605123606
companies_prioritizing_ai_in_strategy,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9270055605123606,0.9270055605123606
jobs_at_high_risk_of_automation__manufacturing,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9270055605123606,0.9270055605123606
organizations_believing_ai_provides_competitive_edge,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9270055605123606,0.9270055605123606
americans_using_voice_assistants_%,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9270055605123605,0.9270055605123605
estimated_jobs_eliminated_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9270055605123605,0.9270055605123605
ai_software_revenue_in_billions_ratio_lag_2,revenue_per_org_using_ai,-0.9269847661000276,0.9269847661000276
global_ai_market_value_in_billions_yoy_growth,global_ai_market_value_in_billions_ratio_lag_2,0.9269626207122219,0.9269626207122219
global_ai_market_value_in_billions_rolling_2y_growth,global_ai_market_value_in_billions_ratio_lag_2,0.9269626207122219,0.9269626207122219
global_ai_market_value_in_billions_ratio_lag_1,global_ai_market_value_in_billions_ratio_lag_2,0.9269626207122219,0.9269626207122219
ai_contribution_to_healthcare_in_billions,global_ai_market_value_in_billions_lag_2,0.9267558250184778,0.9267558250184778
ai_software_revenue_in_billions_ratio_lag_2,market_efficiency_ratio,0.926653174049079,0.926653174049079
net_job_loss_in_the_us,ai_software_revenue_in_billions_zscore,-0.9265539265522259,0.9265539265522259
net_job_loss_in_the_us,ai_software_revenue_in_billions_cumulative_growth,-0.9265539265522258,0.9265539265522258
ai_software_revenue_in_billions,net_job_loss_in_the_us,-0.9265539265522258,0.9265539265522258
global_ai_market_value_in_billions_ratio_lag_3,organizations_using_ai_lag_2,0.9265485040108609,0.9265485040108609
expected_increase_in_employee_productivity_due_to_ai_%,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,-0.9264126829479201,0.9264126829479201
estimated_revenue_increase_from_ai_trillions_usd_std_5,global_ai_market_value_in_billions_ratio_lag_2,0.9259818373706024,0.9259818373706024
ai_software_revenue_in_billions_ma_5,global_ai_market_value_in_billions_ratio_lag_3,0.9257785970208219,0.9257785970208219
global_ai_market_value_in_billions_lag_3,organizations_using_ai_zscore,0.9257358456357014,0.9257358456357014
organizations_using_ai_cumulative_growth,global_ai_market_value_in_billions_lag_3,0.9257358456357013,0.9257358456357013
organizations_using_ai,global_ai_market_value_in_billions_lag_3,0.9257358456357013,0.9257358456357013
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,organizations_using_ai_std_5,0.9257070060003864,0.9257070060003864
ai_software_revenue_in_billions_diff_lag_3,global_ai_market_value_in_billions_lag_2,0.9256914191128871,0.9256914191128871
global_ai_market_value_in_billions_ratio_lag_3,global_ai_market_value_in_billions_lower_band,-0.925668262777813,0.925668262777813
estimated_revenue_increase_from_ai_trillions_usd_ma_3,year_sin,-0.9256522074603303,0.9256522074603303
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,0.9255259856417171,0.9255259856417171
estimated_revenue_increase_from_ai_trillions_usd,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,0.9255259856417171,0.9255259856417171
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.925525985641717,0.925525985641717
ai_contribution_to_healthcare_in_billions,organizations_using_ai_diff_lag_3,0.9254290458586868,0.9254290458586868
medical_professionals_using_ai_for_diagnosis,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_1,-0.9253914950499651,0.9253914950499651
medical_professionals_using_ai_for_diagnosis,estimated_revenue_increase_from_ai_trillions_usd_yoy_growth,-0.9253914950499649,0.9253914950499649
medical_professionals_using_ai_for_diagnosis,estimated_revenue_increase_from_ai_trillions_usd_rolling_2y_growth,-0.9253914950499649,0.9253914950499649
organizations_planning_to_implement_ai,global_ai_market_value_in_billions_ratio_lag_3,0.9251510737436934,0.9251510737436934
ai_software_revenue_in_billions_lag_1,global_ai_market_value_in_billions_lag_3,0.9247980301974095,0.9247980301974095
ai_software_revenue_in_billions_yoy_growth,ai_software_revenue_in_billions_lag_2,-0.9247979442324452,0.9247979442324452
ai_software_revenue_in_billions_rolling_2y_growth,ai_software_revenue_in_billions_lag_2,-0.9247979442324452,0.9247979442324452
ai_software_revenue_in_billions_ratio_lag_1,ai_software_revenue_in_billions_lag_2,-0.9247979442324451,0.9247979442324451
estimated_revenue_increase_from_ai_trillions_usd_ma_3,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9247276788917389,0.9247276788917389
organizations_using_ai_ma_5,global_ai_market_value_in_billions_lag_3,0.9246795756564514,0.9246795756564514
ai_adoption_%,ai_software_revenue_in_billions_std_2,0.9246762903323459,0.9246762903323459
ai_adoption_%,ai_software_revenue_in_billions_diff_lag_1,0.9246762903323454,0.9246762903323454
global_ai_market_value_in_billions_ma_5,organizations_using_ai_lag_2,0.9246469780062777,0.9246469780062777
net_job_loss_in_the_us,global_ai_market_value_in_billions_ma_5,-0.9246469780062773,0.9246469780062773
ai_software_revenue_in_billions_std_2,global_ai_market_value_in_billions_lag_2,0.9245716019420682,0.9245716019420682
ai_software_revenue_in_billions_diff_lag_1,global_ai_market_value_in_billions_lag_2,0.9245716019420679,0.9245716019420679
ai_adoption_%,net_job_impact,-0.9245241508370614,0.9245241508370614
estimated_revenue_increase_from_ai_trillions_usd_ma_2,global_ai_market_value_in_billions_ratio_lag_3,0.9244735821673826,0.9244735821673826
organizations_using_ai_growth_acceleration,organizations_using_ai_ratio_lag_3,0.9244293404968317,0.9244293404968317
global_ai_market_value_in_billions_std_2,organizations_using_ai_std_3,0.9243481091938631,0.9243481091938631
organizations_using_ai_std_3,global_ai_market_value_in_billions_diff_lag_1,0.9243481091938631,0.9243481091938631
global_ai_market_value_in_billions_diff_lag_1,organizations_using_ai_volatility,0.9243481091938631,0.9243481091938631
global_ai_market_value_in_billions_std_2,organizations_using_ai_volatility,0.9243481091938631,0.9243481091938631
ai_adoption_%,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9242122816250345,0.9242122816250345
ai_adoption_%,estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,0.9242122816250345,0.9242122816250345
ai_adoption_%,estimated_revenue_increase_from_ai_trillions_usd,0.9242122816250344,0.9242122816250344
global_ai_market_value_in_billions_rolling_2y_growth,organizations_using_ai_std_3,0.9241692704558095,0.9241692704558095
global_ai_market_value_in_billions_yoy_growth,organizations_using_ai_volatility,0.9241692704558095,0.9241692704558095
global_ai_market_value_in_billions_rolling_2y_growth,organizations_using_ai_volatility,0.9241692704558095,0.9241692704558095
global_ai_market_value_in_billions_yoy_growth,organizations_using_ai_std_3,0.9241692704558095,0.9241692704558095
organizations_using_ai_std_3,global_ai_market_value_in_billions_ratio_lag_1,0.9241692704558094,0.9241692704558094
global_ai_market_value_in_billions_ratio_lag_1,organizations_using_ai_volatility,0.9241692704558094,0.9241692704558094
organizations_using_ai_diff_lag_3,market_acceleration,0.92412076750917,0.92412076750917
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,estimated_revenue_increase_from_ai_trillions_usd_upper_band,0.9240470098869178,0.9240470098869178
ai_software_revenue_in_billions_detrended,estimated_revenue_increase_from_ai_trillions_usd_std_5,0.9240022473403486,0.9240022473403486
global_ai_market_value_in_billions_ma_5,ai_software_revenue_in_billions_lower_band,0.9238224521197023,0.9238224521197023
global_ai_market_value_in_billions_ma_5,organizations_using_ai_ma_3,0.9237088902229095,0.9237088902229095
global_ai_market_value_in_billions_lag_1,global_ai_market_value_in_billions_ratio_lag_3,0.9236898169171933,0.9236898169171933
estimated_revenue_increase_from_ai_trillions_usd_rolling_2y_growth,estimated_revenue_increase_from_ai_trillions_usd_upper_band,-0.9235874890413802,0.9235874890413802
estimated_revenue_increase_from_ai_trillions_usd_yoy_growth,estimated_revenue_increase_from_ai_trillions_usd_upper_band,-0.9235874890413802,0.9235874890413802
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_1,estimated_revenue_increase_from_ai_trillions_usd_upper_band,-0.9235874890413801,0.9235874890413801
estimated_revenue_increase_from_ai_trillions_usd_ma_2,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9235740283205836,0.9235740283205836
ai_software_revenue_in_billions_detrended,ai_software_revenue_in_billions_diff_lag_3,0.9234267809442273,0.9234267809442273
global_ai_market_value_in_billions_ma_2,ai_software_revenue_in_billions_lower_band,0.9233300809934049,0.9233300809934049
global_ai_market_value_in_billions_lag_1,investment_attractiveness,0.923318151314753,0.923318151314753
organizations_using_ai_ma_2,global_ai_market_value_in_billions_lag_1,0.9233167102739525,0.9233167102739525
organizations_using_ai_std_3,global_ai_market_value_in_billions_diff_lag_2,0.9232728205560643,0.9232728205560643
global_ai_market_value_in_billions_diff_lag_2,organizations_using_ai_volatility,0.9232728205560642,0.9232728205560642
organizations_using_ai_detrended,organizations_using_ai_ratio_lag_1,0.9229220580865379,0.9229220580865379
organizations_using_ai_yoy_growth,organizations_using_ai_detrended,0.9229220580865372,0.9229220580865372
organizations_using_ai_rolling_2y_growth,organizations_using_ai_detrended,0.9229220580865372,0.9229220580865372
global_ai_market_value_in_billions_std_3,organizations_using_ai_std_3,0.9226956740173509,0.9226956740173509
global_ai_market_value_in_billions_std_3,organizations_using_ai_volatility,0.9226956740173509,0.9226956740173509
global_ai_market_value_in_billions_volatility,organizations_using_ai_volatility,0.9226956740173509,0.9226956740173509
organizations_using_ai_std_3,global_ai_market_value_in_billions_volatility,0.9226956740173508,0.9226956740173508
estimated_revenue_increase_from_ai_trillions_usd_std_5,global_ai_market_value_in_billions_lag_2,0.9226446744704583,0.9226446744704583
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,organizations_using_ai_lower_band,0.9225645870339381,0.9225645870339381
estimated_revenue_increase_from_ai_trillions_usd_ma_3,global_ai_market_value_in_billions_ratio_lag_3,0.9225331245109668,0.9225331245109668
organizations_using_ai_lag_1,year_sin,-0.9224641838007093,0.9224641838007093
global_ai_market_value_in_billions_ma_3,global_ai_market_value_in_billions_ratio_lag_1,0.9221426673711268,0.9221426673711268
global_ai_market_value_in_billions_rolling_2y_growth,global_ai_market_value_in_billions_ma_3,0.9221426673711267,0.9221426673711267
global_ai_market_value_in_billions_yoy_growth,global_ai_market_value_in_billions_ma_3,0.9221426673711267,0.9221426673711267
organizations_using_ai_cumulative_growth,organizations_using_ai_diff_lag_3,0.9221388919541471,0.9221388919541471
organizations_using_ai,organizations_using_ai_diff_lag_3,0.922138891954147,0.922138891954147
organizations_using_ai_diff_lag_3,organizations_using_ai_zscore,0.9221388919541468,0.9221388919541468
global_ai_market_value_in_billions_ma_3,ai_software_revenue_in_billions_lag_2,0.9219961921595864,0.9219961921595864
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,investment_attractiveness,-0.9219161475399744,0.9219161475399744
global_ai_market_value_in_billions_ma_5,organizations_using_ai_ma_2,0.9218726843515884,0.9218726843515884
