Year,State code,Percentage of US states’ job postings in AI,State,Percentage of United States AI job postings,Relative AI hiring rate year-over-year ratio,Date,Relative AI hiring year-over-year ratio,country,Percentage of US states' job postings in AI,year,Country,Number of industrial robots (in thousands),Average investment (in millions of US dollars)
,,,,,,1/1/23,,Belgium,,,,,
,,,,,,1/1/22,,Belgium,,,,,
,,,,,,1/1/21,,Belgium,,,,,
,,,,,,1/1/20,,Belgium,,,,,
,,,,,,1/1/19,,Belgium,,,,,
,,,,,,1/1/19,,Brazil,,,,,
,,,,,,1/1/20,,Brazil,,,,,
,,,,,,1/1/21,,Brazil,,,,,
,,,,,,1/1/22,,Brazil,,,,,
,,,,,,1/1/23,,Brazil,,,,,
,,,,,,1/1/24,,Brazil,,,,,
,,,,,,1/1/24,,Canada*,,,,,
,,,,,,1/1/21,,Canada*,,,,,
,,,,,,1/1/22,,Canada*,,,,,
,,,,,,1/1/20,,Canada*,,,,,
,,,,,,1/1/23,,Canada*,,,,,
,,,,,,1/1/19,,Canada*,,,,,
,,,,,,1/1/22,,Chile,,,,,
,,,,,,1/1/21,,Chile,,,,,
,,,,,,1/1/19,,Chile,,,,,
,,,,,,1/1/23,,Chile,,,,,
,,,,,,1/1/20,,Chile,,,,,
,,,,,,1/1/24,,Chile,,,,,
,,,,,,1/1/23,,Costa Rica,,,,,
,,,,,,1/1/19,,Costa Rica,,,,,
,,,,,,1/1/20,,Costa Rica,,,,,
,,,,,,1/1/21,,Costa Rica,,,,,
,,,,,,1/1/22,,Costa Rica,,,,,
,,,,,,1/1/24,,Costa Rica,,,,,
,,,,,,1/1/24,,Croatia,,,,,
,,,,,,1/1/22,,Croatia,,,,,
,,,,,,1/1/21,,Croatia,,,,,
,,,,,,1/1/19,,Croatia,,,,,
,,,,,,1/1/20,,Croatia,,,,,
,,,,,,1/1/23,,Croatia,,,,,
,,,,,,1/1/23,,Cyprus*,,,,,
,,,,,,1/1/22,,Cyprus*,,,,,
,,,,,,1/1/24,,Cyprus*,,,,,
,,,,,,1/1/20,,Cyprus*,,,,,
,,,,,,1/1/19,,Cyprus*,,,,,
,,,,,,1/1/21,,Cyprus*,,,,,
,,,,,,1/1/23,,Czech Republic,,,,,
,,,,,,1/1/19,,Czech Republic,,,,,
,,,,,,1/1/20,,Czech Republic,,,,,
,,,,,,1/1/21,,Czech Republic,,,,,
,,,,,,1/1/22,,Czech Republic,,,,,
,,,,,,1/1/24,,Czech Republic,,,,,
,,,,,,1/1/23,,Denmark,,,,,
,,,,,,1/1/24,,Denmark,,,,,
,,,,,,1/1/22,,Denmark,,,,,
,,,,,,1/1/21,,Denmark,,,,,
,,,,,,1/1/20,,Denmark,,,,,
,,,,,,1/1/19,,Denmark,,,,,
,,,,,,1/1/23,,Estonia*,,,,,
,,,,,,1/1/22,,Estonia*,,,,,
,,,,,,1/1/24,,Estonia*,,,,,
,,,,,,1/1/20,,Estonia*,,,,,
,,,,,,1/1/19,,Estonia*,,,,,
,,,,,,1/1/21,,Estonia*,,,,,
,,,,,,1/1/23,,Finland,,,,,
,,,,,,1/1/19,,Finland,,,,,
,,,,,,1/1/20,,Finland,,,,,
,,,,,,1/1/21,,Finland,,,,,
,,,,,,1/1/22,,Finland,,,,,
,,,,,,1/1/24,,Finland,,,,,
,,,,,,1/1/23,,France,,,,,
,,,,,,1/1/24,,France,,,,,
,,,,,,1/1/22,,France,,,,,
,,,,,,1/1/21,,France,,,,,
,,,,,,1/1/20,,France,,,,,
,,,,,,1/1/19,,France,,,,,
,,,,,,1/1/19,,Germany*,,,,,
,,,,,,1/1/20,,Germany*,,,,,
,,,,,,1/1/21,,Germany*,,,,,
,,,,,,1/1/22,,Germany*,,,,,
,,,,,,1/1/23,,Germany*,,,,,
,,,,,,1/1/24,,Germany*,,,,,
,,,,,,1/1/24,,Greece,,,,,
,,,,,,1/1/23,,Greece,,,,,
,,,,,,1/1/22,,Greece,,,,,
,,,,,,1/1/19,,Greece,,,,,
,,,,,,1/1/20,,Greece,,,,,
,,,,,,1/1/21,,Greece,,,,,
,,,,,,1/1/24,,Hong Kong,,,,,
,,,,,,1/1/23,,Hong Kong,,,,,
,,,,,,1/1/21,,Hong Kong,,,,,
,,,,,,1/1/20,,Hong Kong,,,,,
,,,,,,1/1/19,,Hong Kong,,,,,
,,,,,,1/1/22,,Hong Kong,,,,,
,,,,,,1/1/23,,Hungary*,,,,,
,,,,,,1/1/19,,Hungary*,,,,,
,,,,,,1/1/20,,Hungary*,,,,,
,,,,,,1/1/21,,Hungary*,,,,,
,,,,,,1/1/22,,Hungary*,,,,,
,,,,,,1/1/24,,Hungary*,,,,,
,,,,,,1/1/24,,Iceland,,,,,
,,,,,,1/1/22,,Iceland,,,,,
,,,,,,1/1/19,,Iceland,,,,,
,,,,,,1/1/20,,Iceland,,,,,
,,,,,,1/1/23,,Iceland,,,,,
,,,,,,1/1/21,,Iceland,,,,,
,,,,,,1/1/23,,India*,,,,,
,,,,,,1/1/24,,India*,,,,,
,,,,,,1/1/22,,India*,,,,,
,,,,,,1/1/20,,India*,,,,,
,,,,,,1/1/19,,India*,,,,,
,,,,,,1/1/21,,India*,,,,,
,,,,,,1/1/19,,Indonesia,,,,,
,,,,,,1/1/20,,Indonesia,,,,,
,,,,,,1/1/21,,Indonesia,,,,,
,,,,,,1/1/22,,Indonesia,,,,,
,,,,,,1/1/23,,Indonesia,,,,,
,,,,,,1/1/24,,Indonesia,,,,,
,,,,,,1/1/23,,Ireland*,,,,,
,,,,,,1/1/19,,Ireland*,,,,,
,,,,,,1/1/20,,Ireland*,,,,,
,,,,,,1/1/21,,Ireland*,,,,,
,,,,,,1/1/22,,Ireland*,,,,,
,,,,,,1/1/24,,Ireland*,,,,,
,,,,,,1/1/22,,Israel*,,,,,
,,,,,,1/1/21,,Israel*,,,,,
,,,,,,1/1/24,,Israel*,,,,,
,,,,,,1/1/19,,Israel*,,,,,
,,,,,,1/1/23,,Israel*,,,,,
,,,,,,1/1/20,,Israel*,,,,,
,,,,,,1/1/23,,Italy,,,,,
,,,,,,1/1/22,,Italy,,,,,
,,,,,,1/1/24,,Italy,,,,,
,,,,,,1/1/20,,Italy,,,,,
,,,,,,1/1/19,,Italy,,,,,
,,,,,,1/1/21,,Italy,,,,,
,,,,,,1/1/23,,Latvia,,,,,
,,,,,,1/1/19,,Latvia,,,,,
,,,,,,1/1/20,,Latvia,,,,,
,,,,,,1/1/21,,Latvia,,,,,
,,,,,,1/1/22,,Latvia,,,,,
,,,,,,1/1/24,,Latvia,,,,,
,,,,,,1/1/23,,Lithuania*,,,,,
,,,,,,1/1/24,,Lithuania*,,,,,
,,,,,,1/1/22,,Lithuania*,,,,,
,,,,,,1/1/21,,Lithuania*,,,,,
,,,,,,1/1/20,,Lithuania*,,,,,
,,,,,,1/1/19,,Lithuania*,,,,,
,,,,,,1/1/19,,Luxembourg*,,,,,
,,,,,,1/1/20,,Luxembourg*,,,,,
,,,,,,1/1/21,,Luxembourg*,,,,,
,,,,,,1/1/22,,Luxembourg*,,,,,
,,,,,,1/1/24,,Luxembourg*,,,,,
,,,,,,1/1/23,,Luxembourg*,,,,,
,,,,,,1/1/23,,Mexico,,,,,
,,,,,,1/1/19,,Mexico,,,,,
,,,,,,1/1/20,,Mexico,,,,,
,,,,,,1/1/21,,Mexico,,,,,
,,,,,,1/1/22,,Mexico,,,,,
,,,,,,1/1/24,,Mexico,,,,,
,,,,,,1/1/23,,Netherlands*,,,,,
,,,,,,1/1/22,,Netherlands*,,,,,
,,,,,,1/1/24,,Netherlands*,,,,,
,,,,,,1/1/20,,Netherlands*,,,,,
,,,,,,1/1/21,,Netherlands*,,,,,
,,,,,,1/1/19,,Netherlands*,,,,,
,,,,,,1/1/22,,New Zealand,,,,,
,,,,,,1/1/21,,New Zealand,,,,,
,,,,,,1/1/24,,New Zealand,,,,,
,,,,,,1/1/19,,New Zealand,,,,,
,,,,,,1/1/23,,New Zealand,,,,,
,,,,,,1/1/20,,New Zealand,,,,,
,,,,,,1/1/23,,Norway,,,,,
,,,,,,1/1/19,,Norway,,,,,
,,,,,,1/1/20,,Norway,,,,,
,,,,,,1/1/21,,Norway,,,,,
,,,,,,1/1/22,,Norway,,,,,
,,,,,,1/1/24,,Norway,,,,,
,,,,,,1/1/23,,Poland,,,,,
,,,,,,1/1/22,,Poland,,,,,
,,,,,,1/1/24,,Poland,,,,,
,,,,,,1/1/20,,Poland,,,,,
,,,,,,1/1/19,,Poland,,,,,
,,,,,,1/1/21,,Poland,,,,,
,,,,,,1/1/19,,Portugal,,,,,
,,,,,,1/1/20,,Portugal,,,,,
,,,,,,1/1/21,,Portugal,,,,,
,,,,,,1/1/22,,Portugal,,,,,
,,,,,,1/1/23,,Portugal,,,,,
,,,,,,1/1/24,,Portugal,,,,,
,,,,,,1/1/23,,Romania,,,,,
,,,,,,1/1/24,,Romania,,,,,
,,,,,,1/1/22,,Romania,,,,,
,,,,,,1/1/21,,Romania,,,,,
,,,,,,1/1/19,,Romania,,,,,
,,,,,,1/1/20,,Romania,,,,,
,,,,,,1/1/19,,Saudi Arabia,,,,,
,,,,,,1/1/20,,Saudi Arabia,,,,,
,,,,,,1/1/21,,Saudi Arabia,,,,,
,,,,,,1/1/22,,Saudi Arabia,,,,,
,,,,,,1/1/23,,Saudi Arabia,,,,,
,,,,,,1/1/24,,Saudi Arabia,,,,,
,,,,,,1/1/24,,Singapore*,,,,,
,,,,,,1/1/22,,Singapore*,,,,,
,,,,,,1/1/23,,Singapore*,,,,,
,,,,,,1/1/20,,Singapore*,,,,,
,,,,,,1/1/21,,Singapore*,,,,,
,,,,,,1/1/19,,Singapore*,,,,,
,,,,,,1/1/19,,Slovenia,,,,,
,,,,,,1/1/20,,Slovenia,,,,,
,,,,,,1/1/21,,Slovenia,,,,,
,,,,,,1/1/22,,Slovenia,,,,,
,,,,,,1/1/23,,Slovenia,,,,,
,,,,,,1/1/24,,Slovenia,,,,,
,,,,,,1/1/19,,South Africa,,,,,
,,,,,,1/1/20,,South Africa,,,,,
,,,,,,1/1/21,,South Africa,,,,,
,,,,,,1/1/22,,South Africa,,,,,
,,,,,,1/1/23,,South Africa,,,,,
,,,,,,1/1/24,,South Africa,,,,,
,,,,,,1/1/23,,South Korea,,,,,
,,,,,,1/1/22,,South Korea,,,,,
,,,,,,1/1/24,,South Korea,,,,,
,,,,,,1/1/21,,South Korea,,,,,
,,,,,,1/1/19,,South Korea,,,,,
,,,,,,1/1/20,,South Korea,,,,,
,,,,,,1/1/23,,Spain,,,,,
,,,,,,1/1/19,,Spain,,,,,
,,,,,,1/1/20,,Spain,,,,,
,,,,,,1/1/21,,Spain,,,,,
,,,,,,1/1/22,,Spain,,,,,
,,,,,,1/1/24,,Spain,,,,,
,,,,,,1/1/23,,Sweden,,,,,
,,,,,,1/1/24,,Sweden,,,,,
,,,,,,1/1/22,,Sweden,,,,,
,,,,,,1/1/19,,Sweden,,,,,
,,,,,,1/1/20,,Sweden,,,,,
,,,,,,1/1/21,,Sweden,,,,,
,,,,,,1/1/24,,Switzerland*,,,,,
,,,,,,1/1/23,,Switzerland*,,,,,
,,,,,,1/1/22,,Switzerland*,,,,,
,,,,,,1/1/20,,Switzerland*,,,,,
,,,,,,1/1/19,,Switzerland*,,,,,
,,,,,,1/1/21,,Switzerland*,,,,,
,,,,,,1/1/19,,Turkey,,,,,
,,,,,,1/1/20,,Turkey,,,,,
,,,,,,1/1/21,,Turkey,,,,,
,,,,,,1/1/22,,Turkey,,,,,
,,,,,,1/1/23,,Turkey,,,,,
,,,,,,1/1/24,,Turkey,,,,,
,,,,,,1/1/23,,United Arab Emirates*,,,,,
,,,,,,1/1/24,,United Arab Emirates*,,,,,
,,,,,,1/1/22,,United Arab Emirates*,,,,,
,,,,,,1/1/19,,United Arab Emirates*,,,,,
,,,,,,1/1/20,,United Arab Emirates*,,,,,
,,,,,,1/1/21,,United Arab Emirates*,,,,,
,,,,,,1/1/24,,United Kingdom,,,,,
,,,,,,1/1/23,,United Kingdom,,,,,
,,,,,,1/1/22,,United Kingdom,,,,,
,,,,,,1/1/20,,United Kingdom,,,,,
,,,,,,1/1/19,,United Kingdom,,,,,
,,,,,,1/1/21,,United Kingdom,,,,,
,,,,,,1/1/23,,United States,,,,,
,,,,,,1/1/19,,United States,,,,,
,,,,,,1/1/20,,United States,,,,,
,,,,,,1/1/21,,United States,,,,,
,,,,,,1/1/22,,United States,,,,,
,,,,,,1/1/24,,United States,,,,,
,,,,,,1/1/23,,Uruguay,,,,,
,,,,,,1/1/19,,Uruguay,,,,,
,,,,,,1/1/20,,Uruguay,,,,,
,,,,,,1/1/21,,Uruguay,,,,,
,,,,,,1/1/22,,Uruguay,,,,,
,,,,,,1/1/24,,Uruguay,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
